Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Day,Feedback
20,2,1,2,0.68,0.454,5,1
20,1,1,3,0.495,0.324,5,1
20,2,2,4,0.451,0.452,5,1
20,2,2,3,1.298,0.585,5,1
20,1,1,2,0.934,0.36,5,1
20,1,1,3,0.63,0.326,5,1
20,2,2,3,0.49,0.284,5,1
20,2,1,2,0.478,0.422,5,1
20,1,1,3,0.95,0.631,5,1
20,1,1,4,0.312,0.331,5,1
20,2,2,1,0.775,0.487,5,1
20,1,1,3,1.468,0.356,5,1
20,2,2,4,0.894,0.309,5,1
20,2,2,4,0.616,0.359,5,1
20,1,1,3,0.692,0.388,5,1
20,2,2,3,0.825,0.319,5,1
20,2,1,4,0.625,0.876,5,1
20,1,1,3,0.547,0.748,5,1
20,2,2,3,0.975,0.688,5,1
20,1,1,4,0.673,0.458,5,1
20,2,2,2,1.288,1.077,5,1
20,1,1,2,1.032,0.551,5,1
20,1,2,2,0.865,0.426,5,1
20,2,2,3,0.89,0.335,5,1
20,1,1,3,0.663,0.404,5,1
20,1,1,3,0.936,0.541,5,1
20,2,1,2,1.128,0.42,5,1
20,2,2,2,1.17,0.332,6,1
20,1,1,2,0.916,0.312,6,1
20,2,1,2,0.866,0.239,6,1
20,2,1,1,0.762,0.231,6,1
20,2,1,2,0.722,0.21,6,1
20,1,1,3,0.6,0.206,6,1
20,1,1,2,0.643,0.206,6,1
20,2,2,3,0.481,0.315,6,1
20,1,1,1,0.761,0.197,6,1
20,2,2,2,0.936,0.233,6,1
20,1,1,3,0.575,0.286,6,1
20,1,1,1,0.724,0.222,6,1
20,1,1,2,0.816,0.27,6,1
20,2,1,2,0.801,0.215,6,1
20,1,2,3,0.516,0.18,6,1
20,2,1,4,0.475,0.248,6,1
20,1,1,2,0.782,0.204,6,1
20,2,2,3,0.476,0.167,6,1
20,1,1,2,0.547,0.207,6,1
20,1,2,2,0.526,0.27,6,1
20,2,2,3,0.669,0.227,6,1
20,2,2,3,0.512,0.222,6,1
20,2,2,4,0.611,0.223,6,1
20,2,2,2,0.948,0.197,6,1
20,1,1,3,0.481,0.304,6,1
20,2,2,2,0.421,0.243,6,1
20,1,1,1,0.688,0.461,6,1
20,1,1,2,0.615,0.208,6,1
20,1,1,3,0.604,0.241,6,1
20,2,2,3,0.386,0.33,6,1
20,2,2,3,0.532,0.24,6,1
20,1,2,1,0.83,0.879,6,1
20,1,1,3,0.413,0.231,6,1
20,2,2,3,0.472,0.211,6,1
20,2,1,2,1.035,0.255,6,1
20,2,2,1,0.986,0.301,6,1
20,2,2,3,0.635,0.216,6,1
20,2,2,1,1.135,0.409,6,1
20,2,1,1,0.564,0.278,6,1
20,1,1,1,0.82,0.229,6,1
20,1,2,1,0.662,0.247,6,1
20,1,1,3,0.699,0.248,6,1
20,2,2,3,0.461,0.224,6,1
20,2,1,2,0.609,0.238,6,1
20,2,1,2,0.884,0.231,6,1
20,2,2,3,0.445,0.246,6,1
20,1,1,1,0.852,0.472,6,1
20,2,2,2,0.634,0.241,6,1
20,2,2,3,0.78,0.248,6,1
20,2,2,4,0.765,0.263,6,1
20,2,2,1,0.651,0.287,6,1
20,1,2,1,0.549,0.317,6,1
20,2,1,1,0.685,0.541,6,1
20,1,2,3,0.442,0.222,6,1
20,2,2,2,0.996,0.19,6,1
20,2,2,4,0.711,0.394,6,1
20,1,1,2,0.794,0.246,6,1
20,1,1,3,0.988,0.245,6,1
20,1,1,3,0.553,0.305,6,1
20,1,1,2,0.816,0.277,6,1
20,1,1,3,0.652,0.244,6,1
20,1,1,2,0.518,0.235,6,1
20,1,1,1,0.636,0.271,6,1
20,2,2,3,0.449,0.218,6,1
20,1,2,3,0.844,0.33,6,1
20,1,1,4,0.587,0.186,6,1
20,2,2,4,0.5,0.213,6,1
20,1,1,2,0.87,0.252,6,1
20,1,1,1,0.777,0.287,6,1
20,1,1,4,0.386,0.245,6,1
20,1,1,4,0.322,0.183,6,1
20,1,1,4,0.386,0.147,6,1
20,2,2,1,1.236,0.35,6,1
20,1,1,4,0.383,0.129,6,1
20,1,1,4,0.542,0.239,6,1
20,2,2,3,0.377,0.221,6,1
20,1,2,2,0.796,0.16,6,1
20,1,1,3,0.41,0.215,6,1
20,1,1,2,0.569,0.22,6,1
20,1,1,2,0.838,0.326,6,1
20,2,2,3,0.573,0.199,6,1
20,1,1,2,0.535,0.181,6,1
20,1,1,1,0.706,0.259,6,1
20,1,1,4,0.402,0.231,6,1
20,2,2,2,0.562,0.21,6,1
20,1,1,3,0.571,0.407,6,1
20,1,1,4,0.423,0.23,6,1
20,2,2,2,1.026,0.224,6,1
20,1,1,3,0.669,0.232,6,1
20,2,2,2,0.745,0.317,6,1
20,2,2,3,0.579,0.255,6,1
20,2,2,4,0.685,0.279,6,1
20,2,1,2,0.669,0.32,6,1
20,1,1,2,0.923,0.243,6,1
20,1,2,2,0.767,0.192,6,1
20,1,1,2,0.902,0.245,6,1
20,2,2,3,0.607,0.184,6,1
20,1,1,4,0.401,0.239,6,1
20,2,2,4,0.367,0.264,6,1
20,1,2,3,0.477,0.214,6,1
20,2,2,3,0.463,0.248,6,1
20,1,1,2,0.485,0.341,6,1
20,1,1,2,0.749,0.255,6,1
20,1,1,3,1.148,0.208,6,1
20,1,1,3,0.778,0.215,6,1
20,1,1,4,0.47,0.223,6,1
20,1,1,2,1.213,0.295,6,1
20,2,2,3,0.51,0.346,6,1
20,1,1,3,0.531,0.255,6,1
20,1,1,3,0.788,0.247,6,1
20,1,1,4,0.444,0.214,6,1
20,2,2,2,0.74,0.235,6,1
20,1,1,3,0.631,0.293,6,1
20,2,2,4,0.409,0.231,6,1
20,1,1,3,0.799,0.315,6,1
20,2,2,4,0.559,0.249,6,1
20,2,2,3,0.85,0.252,6,1
20,1,1,2,1.122,0.318,6,1
20,2,2,1,1.019,0.366,6,1
20,1,1,3,0.504,0.264,6,1
20,2,2,4,0.839,0.244,6,1
20,1,1,2,0.849,0.245,6,1
20,1,1,2,1.031,0.421,6,1
20,2,2,3,0.535,0.229,6,1
20,2,2,2,1.099,0.278,6,1
20,2,2,1,0.911,0.618,6,1
20,1,1,2,0.844,0.27,6,1
20,2,2,3,0.614,0.222,6,1
20,2,2,1,1.289,0.403,6,1
20,2,1,2,1.016,0.294,6,1
20,2,2,3,0.657,0.294,6,1
20,1,1,2,0.756,0.293,6,1
20,2,2,3,0.801,0.293,6,1
20,2,2,3,0.596,0.258,6,1
20,2,2,1,1.411,0.32,6,1
20,1,2,3,0.601,0.262,6,1
20,2,2,3,0.549,0.271,6,1
20,1,2,1,0.537,0.393,6,1
20,2,2,2,0.605,0.27,6,1
20,1,1,3,0.532,0.35,6,1
20,2,2,1,0.515,0.359,6,1
20,1,2,1,0.943,0.288,6,1
20,2,2,3,0.532,0.197,6,1
20,2,2,4,0.574,0.371,6,1
20,2,2,3,0.603,0.183,6,1
20,2,2,2,0.478,0.349,6,1
20,2,2,3,0.349,0.22,6,1
20,2,2,3,0.994,0.31,6,1
20,2,1,3,0.676,0.256,6,1
20,1,1,3,0.757,0.239,6,1
20,1,1,2,0.566,0.222,6,1
20,1,1,3,0.348,0.28,6,1
20,1,1,2,0.409,0.225,6,1
20,1,1,4,0.315,0.238,6,1
20,1,1,2,0.428,0.234,6,1
20,1,1,3,0.534,0.309,6,1
20,2,2,3,0.361,0.247,6,1
20,1,1,4,0.331,0.256,6,1
20,2,2,3,0.439,0.22,6,1
20,1,2,2,0.554,0.259,6,1
20,1,2,3,0.699,0.23,6,1
20,1,1,2,1.308,0.282,6,1
20,1,1,3,0.355,0.468,6,1
20,1,1,3,0.521,0.245,6,1
20,1,1,3,0.404,0.238,6,1
20,1,1,4,0.38,0.296,6,1
20,2,2,3,0.487,0.232,6,1
20,1,1,3,0.552,0.199,6,1
20,2,2,2,0.442,0.255,6,1
20,2,2,1,1.352,0.399,6,1
20,1,1,3,0.696,0.334,6,1
20,2,2,2,0.491,0.342,6,1
20,2,2,1,0.831,0.301,6,1
20,1,1,1,1.613,0.325,6,1
20,2,2,2,0.76,0.39,6,1
20,2,2,3,0.368,0.247,6,1
20,2,2,3,0.604,0.266,6,1
20,2,2,3,0.489,0.304,6,1
20,2,2,4,0.451,0.218,6,1
20,2,2,3,0.576,0.255,6,1
20,2,2,2,0.713,0.287,6,1
20,2,1,2,1.52,0.374,6,1
20,1,2,3,0.452,0.228,6,1
20,2,2,3,0.542,0.276,6,1
20,1,1,2,0.9,0.426,6,1
20,2,1,2,0.827,0.31,6,1
20,1,2,2,0.587,0.415,6,1
20,1,1,3,0.556,0.192,6,1
20,1,1,3,0.732,0.211,6,1
20,2,2,3,0.428,0.197,6,1
20,2,2,4,0.674,0.289,6,1
20,2,2,4,0.476,0.181,6,1
20,2,2,3,0.788,0.353,6,1
20,2,2,2,0.53,0.266,6,1
20,2,1,2,0.611,0.454,6,1
20,2,2,1,1.38,0.523,6,1
20,1,1,4,0.674,0.247,6,1
20,2,2,3,0.642,0.218,6,1
20,2,2,2,0.681,0.333,6,1
20,1,1,2,0.628,0.463,6,1
20,2,2,1,0.784,0.298,6,1
20,2,1,3,1.093,0.516,6,1
20,2,2,2,1.033,0.345,6,1
20,1,1,2,1.388,0.326,6,1
20,1,1,3,0.651,0.229,6,1
20,2,2,3,0.568,0.22,6,1
20,2,1,3,0.8,0.238,6,1
20,1,1,4,0.773,0.224,6,1
20,2,2,3,0.5,0.198,6,1
20,1,1,2,0.538,0.232,6,1
20,2,2,3,0.522,0.266,6,1
20,1,1,4,0.705,0.707,6,1
20,2,2,2,1.422,0.294,6,1
20,2,2,3,0.707,0.247,6,1
20,1,2,3,0.674,0.231,6,1
20,1,1,4,0.567,0.237,6,1
20,1,1,2,0.528,0.314,6,1
20,2,2,3,0.585,0.41,6,1
20,1,1,3,0.583,0.263,6,1
20,1,1,3,0.643,0.316,6,1
20,1,2,3,0.811,0.313,6,1
20,2,2,4,0.526,0.243,6,1
20,2,2,4,0.358,0.292,6,1
20,1,1,3,0.366,0.264,6,1
20,1,1,4,0.238,0.258,6,1
20,2,2,3,0.682,0.26,6,1
20,1,1,4,0.305,0.241,6,1
20,2,2,2,0.717,0.592,6,1
20,2,2,2,0.887,0.396,6,1
20,2,1,3,0.843,0.619,6,1
20,1,1,2,0.922,0.319,6,1
20,1,1,4,0.683,0.239,6,1
20,1,1,2,0.682,0.184,6,1
20,1,1,3,0.366,0.246,6,1
20,1,2,2,1.064,0.239,6,1
20,2,2,1,0.742,0.327,6,1
20,2,2,2,0.882,0.434,6,1
20,1,1,2,0.539,0.334,6,1
20,2,2,3,0.789,0.334,6,1
20,1,1,3,0.96,0.517,6,1
20,2,2,3,0.48,0.225,6,1
20,1,2,1,1.309,0.364,6,1
20,2,2,3,0.622,0.432,6,1
20,1,2,1,1.185,0.189,6,1
20,1,2,3,0.771,0.318,6,1
20,1,1,2,0.889,0.521,6,1
20,1,1,3,0.755,0.237,6,1
20,2,2,1,0.927,0.314,6,1
20,1,1,2,0.602,0.35,6,1
20,2,1,2,1.244,0.33,6,1
20,1,2,3,0.581,0.248,6,1
20,2,1,1,0.73,0.849,6,1
20,2,2,2,0.446,0.328,6,1
20,1,2,2,1.684,0.621,6,1
20,2,1,2,0.812,0.256,6,1
20,1,1,3,0.845,0.22,6,1
20,1,1,2,0.699,0.29,6,1
20,2,2,2,0.567,0.433,6,1
20,1,2,1,2.496,0.378,6,1
20,1,2,2,1.064,0.349,6,1
20,1,2,3,0.512,0.215,6,1
20,1,1,3,0.619,0.231,6,1
20,2,2,2,0.995,0.246,6,1
20,2,2,3,0.627,0.263,6,1
20,1,1,3,0.668,0.334,6,1
20,2,2,2,0.55,0.374,6,1
20,2,2,3,0.391,0.23,6,1
20,2,1,1,1.429,0.35,6,1
20,1,1,3,0.894,0.654,6,1
20,1,1,3,0.637,0.442,6,1
20,2,2,4,0.499,0.338,6,1
20,1,1,2,0.759,0.342,6,1
20,2,2,3,0.898,0.26,6,1
20,2,2,3,0.591,0.232,6,1
20,1,2,1,1.115,0.431,6,1
20,2,2,3,0.431,0.244,6,1
20,2,2,1,1.693,0.351,6,1
20,1,1,2,0.458,0.312,6,1
20,1,2,2,0.604,0.301,6,1
20,1,1,3,0.349,0.263,6,1
20,1,2,2,0.66,0.215,6,1
20,2,2,3,0.552,0.22,6,1
20,1,1,2,0.573,0.229,6,1
20,1,2,3,0.523,0.27,6,1
20,1,1,2,0.401,0.264,6,1
20,1,1,2,1.179,0.215,6,1
20,1,1,3,0.461,0.247,6,1
20,1,2,1,1.453,0.357,6,1
20,2,2,3,0.451,0.207,6,1
20,2,2,3,0.529,0.254,6,1
20,1,1,4,0.374,0.271,6,1
20,1,1,3,0.733,0.243,6,1
20,2,2,2,0.632,0.261,6,1
20,2,2,4,0.363,0.439,6,1
20,1,1,4,0.524,0.425,6,1
20,1,1,3,0.759,0.27,6,1
20,1,1,4,0.468,0.242,6,1
20,1,1,3,0.587,0.189,6,1
20,2,2,4,0.451,0.289,6,1
20,1,1,4,0.388,0.251,6,1
20,1,1,2,0.449,0.636,6,1
20,2,1,1,0.724,0.645,6,1
20,2,2,3,0.392,0.268,6,1
20,2,1,2,0.57,0.228,6,1
20,2,2,3,0.549,0.215,6,1
20,2,2,1,1.14,0.294,6,1
20,1,2,1,1.256,0.309,6,1
20,1,2,2,1.023,0.494,6,1
20,2,2,3,0.62,0.357,6,1
20,2,1,3,0.979,0.281,6,1
20,2,1,2,1.33,0.277,6,1
20,2,2,1,1.577,0.48,6,1
20,1,1,2,1.116,0.257,6,1
20,1,2,2,0.673,0.301,6,1
20,2,2,3,0.731,0.264,6,1
20,2,2,4,0.492,0.286,6,1
20,1,1,3,0.52,0.304,6,1
20,2,2,1,0.73,0.278,6,1
20,2,2,2,0.844,0.28,6,1
20,1,1,4,0.466,0.447,6,1
20,1,1,3,0.445,0.264,6,1
20,2,2,1,0.684,0.286,6,1
20,1,1,3,0.757,0.222,6,1
20,1,1,4,0.364,0.243,6,1
20,1,1,4,0.355,0.329,6,1
20,1,1,2,0.383,0.247,6,1
20,1,1,3,0.405,0.267,6,1
20,2,2,3,0.339,0.229,6,1
20,2,2,2,0.357,0.497,6,1
20,2,1,3,0.437,0.344,6,1
20,1,1,2,0.595,0.335,6,1
20,1,2,1,1.865,0.716,6,1
20,2,2,3,0.572,0.35,6,1
20,2,2,4,0.716,0.278,6,1
20,2,2,1,0.735,0.27,6,1
20,1,1,4,0.332,0.296,6,1
20,1,1,3,0.374,0.367,6,1
20,1,1,3,0.342,0.316,6,1
20,2,2,3,0.469,0.394,6,1
20,2,2,2,0.551,0.231,6,1
20,2,2,3,0.578,0.255,6,1
20,2,2,1,0.859,0.382,6,1
20,2,2,1,0.884,0.576,6,1
20,2,2,3,0.463,0.273,6,1
20,2,2,4,0.57,0.241,6,1
20,2,2,4,0.96,0.199,6,1
20,2,2,4,0.442,0.172,6,1
20,2,2,2,1.498,0.539,6,1
20,1,1,3,0.394,0.234,6,1
20,2,2,4,0.861,0.429,6,1
20,1,2,1,0.842,0.23,6,1
20,2,2,4,0.916,0.671,6,1
20,2,2,3,0.399,0.483,6,1
20,2,2,4,0.635,0.225,6,1
20,2,2,4,0.522,0.205,6,1
20,1,1,4,0.336,0.207,6,1
20,2,1,2,1.255,0.199,6,1
20,1,1,4,0.613,0.229,6,1
20,2,2,2,0.548,0.537,6,1
20,1,1,3,0.855,0.254,6,1
20,2,2,1,0.814,0.334,6,1
20,2,2,2,0.932,0.312,6,1
20,1,1,3,0.651,0.277,6,1
20,2,2,3,0.464,0.215,6,1
20,1,1,2,0.796,0.24,6,1
20,1,1,4,0.346,0.243,6,1
20,1,1,2,0.775,0.277,6,1
20,1,1,2,0.779,0.22,6,1
20,2,2,3,0.458,0.216,6,1
20,1,2,1,1.919,0.519,6,1
20,2,2,2,0.498,0.481,6,1
20,1,1,3,0.451,0.238,6,1
20,2,2,3,0.427,0.249,6,1
20,1,1,4,0.898,0.256,6,1
20,1,1,4,0.589,0.208,6,1
20,2,2,3,0.636,0.238,6,1
20,1,2,2,1.419,0.334,6,1
20,1,1,2,0.792,0.192,6,1
20,2,1,3,0.994,0.406,6,1
20,1,1,2,0.736,0.225,6,1
20,1,1,3,0.836,0.525,6,1
20,1,1,1,1.386,0.328,6,1
20,2,2,2,0.701,0.326,6,1
20,2,2,2,1.376,0.484,6,1
20,1,1,3,0.534,0.245,6,1
20,1,2,1,0.722,0.388,6,1
20,2,2,2,1.196,0.255,6,1
20,2,2,2,0.989,0.414,6,1
20,2,2,3,0.752,0.231,6,1
20,1,2,3,0.444,0.516,6,1
20,2,1,2,1.1,0.288,6,1
20,1,1,3,0.745,0.254,6,1
20,1,1,3,0.507,0.229,6,1
20,2,2,3,0.505,0.253,6,1
20,1,2,1,0.942,0.357,6,1
20,2,2,3,0.472,0.173,6,1
20,2,2,3,0.822,0.314,6,1
20,1,1,3,0.562,0.212,6,1
20,2,2,2,0.612,0.301,6,1
20,1,1,2,0.744,0.248,6,1
20,1,1,2,1.254,0.235,6,1
20,1,1,3,0.469,0.291,6,1
20,2,2,3,0.365,0.215,6,1
20,1,1,4,0.751,0.229,6,1
20,1,1,4,0.477,0.229,6,1
20,2,2,3,0.42,0.193,6,1
20,2,2,2,1.001,0.363,6,1
20,2,2,3,0.567,0.189,6,1
20,1,1,3,0.63,0.184,6,1
20,2,2,3,0.502,0.159,6,1
20,1,1,3,0.394,0.453,6,1
20,1,1,4,0.33,0.22,6,1
20,1,1,3,0.534,0.213,6,1
20,2,2,3,0.556,0.231,6,1
20,2,2,4,0.548,0.255,6,1
20,1,1,4,0.545,0.399,6,1
20,1,1,3,0.374,0.273,6,1
20,1,2,1,0.84,0.387,6,1
20,2,2,3,0.512,0.247,6,1
20,2,2,4,0.47,0.244,6,1
20,2,1,2,0.966,0.21,6,1
20,2,2,3,1.162,0.261,6,1
20,2,2,4,0.494,0.242,6,1
20,2,2,3,0.982,0.176,6,1
20,2,2,4,0.527,0.239,6,1
20,1,1,2,0.64,0.199,6,1
20,1,2,1,0.889,0.277,6,1
20,1,1,2,0.666,0.231,6,1
20,1,1,2,0.709,0.19,6,1
20,2,2,3,0.429,0.333,6,1
20,2,2,4,0.464,0.267,6,1
20,2,2,3,0.585,0.252,6,1
20,2,2,3,0.433,0.214,6,1
20,1,1,2,0.944,0.392,6,1
20,1,1,3,0.422,0.303,6,1
20,1,1,2,0.784,0.235,6,1
20,2,2,4,0.559,0.283,6,1
20,1,1,3,0.503,0.23,6,1
20,1,1,3,0.333,0.225,6,1
20,2,2,1,0.803,0.328,6,1
20,2,2,3,0.769,0.183,6,1
20,1,1,4,0.47,0.29,6,1
20,2,2,3,0.343,0.251,6,1
20,2,2,3,0.585,0.26,6,1
20,2,2,3,0.622,0.25,6,1
20,1,1,3,0.775,0.278,6,1
20,1,2,1,1.031,0.414,6,1
20,2,2,3,0.85,0.494,6,1
20,1,1,3,0.725,0.285,6,1
20,2,2,4,0.457,0.285,6,1
20,2,1,1,0.699,1.401,6,1
20,1,1,3,0.557,0.351,6,1
20,2,2,4,0.357,0.269,6,1
20,1,1,3,0.757,0.238,6,1
20,2,2,3,0.57,0.245,6,1
20,1,1,4,0.429,0.309,6,1
20,1,2,1,0.696,0.301,6,1
20,1,1,3,0.531,0.504,6,1
20,1,1,4,0.815,0.28,6,1
20,1,1,2,0.766,0.438,6,1
20,2,1,2,1.224,0.458,6,1
20,2,2,3,1.057,0.343,6,1
20,2,2,1,0.888,0.708,6,1
20,2,1,2,0.777,0.341,6,1
20,1,1,4,0.524,0.58,6,1
20,1,2,3,0.749,0.276,6,1
20,2,2,4,0.529,0.303,6,1
20,2,2,3,0.855,0.303,6,1
20,1,2,2,1.175,0.438,6,1
20,1,1,4,0.545,0.591,6,1
20,2,2,4,0.395,0.669,6,1
20,2,2,2,1.453,0.408,6,1
20,2,1,2,1.246,0.286,6,1
20,2,2,2,1.948,0.363,6,1
20,1,1,4,1,0.253,6,1
20,1,1,3,0.49,0.375,6,1
20,1,1,4,0.409,0.237,6,1
20,1,1,4,0.311,0.245,6,1
20,1,1,3,0.775,0.223,6,1
20,1,2,1,0.79,0.252,6,1
20,1,1,4,0.437,0.27,6,1
20,1,1,4,0.668,0.245,6,1
20,2,2,3,0.545,0.213,6,1
20,2,2,2,1.05,0.263,6,1
20,1,1,3,0.644,0.376,6,1
20,1,1,4,0.813,0.333,6,1
20,1,1,3,0.517,0.271,6,1
20,1,1,2,0.798,0.279,6,1
20,2,2,3,0.627,0.266,6,1
20,2,2,4,0.595,0.257,6,1
20,1,1,4,0.502,0.293,6,1
20,1,2,1,1.661,0.329,6,1
20,2,1,3,0.906,0.351,6,1
20,2,2,3,0.536,0.237,6,1
20,2,2,3,0.717,0.318,6,1
20,1,1,4,0.459,0.221,6,1
20,1,1,4,0.357,0.255,6,1
20,1,1,3,0.985,0.208,6,1
20,2,2,3,0.519,0.254,6,1
20,2,2,2,0.998,0.298,6,1
20,1,1,2,0.93,0.242,7,1
20,2,2,2,0.537,0.221,7,1
20,1,1,3,0.438,0.269,7,1
20,2,1,2,0.528,0.212,7,1
20,2,2,2,0.69,0.245,7,1
20,2,2,2,0.616,0.237,7,1
20,2,1,2,0.43,0.229,7,1
20,1,2,1,0.812,0.256,7,1
20,1,1,3,0.399,0.252,7,1
20,2,2,3,0.425,0.213,7,1
20,2,1,2,0.606,0.24,7,1
20,1,1,4,0.592,0.389,7,1
20,1,1,3,0.757,0.237,7,1
20,2,2,4,0.361,0.229,7,1
20,1,1,1,0.559,0.253,7,1
20,1,2,3,0.641,0.221,7,1
20,2,2,3,1.352,0.277,7,1
20,2,2,4,0.835,0.325,7,1
20,2,2,3,0.908,0.253,7,1
20,2,2,2,0.8,0.429,7,1
20,1,1,4,0.471,0.349,7,1
20,1,2,1,0.851,0.213,7,1
20,2,2,4,0.591,0.236,7,1
20,1,1,1,0.699,0.264,7,1
20,2,2,2,1.031,0.244,7,1
20,1,1,2,0.576,0.204,7,1
20,2,2,2,0.484,0.231,7,1
20,2,2,1,0.713,0.397,7,1
20,1,1,2,1.441,0.261,7,1
20,2,2,3,0.927,0.18,7,1
20,2,2,3,1.266,0.216,7,1
20,1,1,2,1.518,0.389,7,1
20,2,1,3,2.816,0.403,7,1
20,1,2,1,1.998,0.468,7,1
20,1,1,3,0.681,0.446,7,1
20,1,1,4,0.486,0.214,7,1
20,1,1,4,0.527,0.206,7,1
20,1,1,3,1.37,0.24,7,1
20,2,2,3,0.692,0.213,7,1
20,1,1,2,0.637,0.192,7,1
20,2,2,2,0.763,0.262,7,1
20,2,2,1,1.217,0.196,7,1
20,1,1,3,1.074,0.212,7,1
20,2,2,3,0.817,0.213,7,1
20,1,1,2,0.654,0.167,7,1
20,1,1,4,0.452,0.227,7,1
20,1,1,3,0.55,0.205,7,1
20,1,1,3,0.515,0.197,7,1
20,1,1,4,0.417,0.197,7,1
20,1,2,3,0.549,0.229,7,1
20,1,1,2,0.68,0.182,7,1
20,1,1,2,0.486,0.221,7,1
20,2,2,3,0.407,0.212,7,1
20,1,1,3,0.318,0.329,7,1
20,1,1,2,0.79,0.279,7,1
20,2,2,1,0.765,0.307,7,1
20,1,2,2,0.506,0.253,7,1
20,2,1,1,1.131,0.405,7,1
20,1,1,3,0.503,0.255,7,1
20,1,1,3,0.593,0.195,7,1
20,2,2,3,0.477,0.205,7,1
20,1,1,1,0.751,0.231,7,1
20,2,2,1,1.459,0.341,7,1
20,2,2,3,0.865,0.189,7,1
20,2,1,2,0.807,0.204,7,1
20,1,1,4,0.561,0.244,7,1
20,2,2,3,0.674,0.221,7,1
20,1,1,3,0.938,0.197,7,1
20,1,2,2,0.646,0.204,7,1
20,2,2,2,0.714,0.229,7,1
20,1,1,2,0.868,0.21,7,1
20,2,2,3,0.81,0.206,7,1
20,2,2,3,0.588,0.182,7,1
20,2,2,2,0.927,0.206,7,1
20,2,2,4,0.549,0.238,7,1
20,2,2,3,0.526,0.277,7,1
20,2,2,2,0.478,0.853,7,1
20,1,1,3,0.599,0.324,7,1
20,1,1,4,0.322,0.247,7,1
20,1,1,2,0.692,0.581,7,1
20,1,1,2,0.732,0.383,7,1
20,1,1,3,0.474,0.198,7,1
20,1,1,4,0.396,0.239,7,1
20,2,2,3,0.397,0.233,7,1
20,2,2,1,0.742,0.407,7,1
20,1,2,1,1.035,0.429,7,1
20,2,2,4,0.555,0.453,7,1
20,2,1,2,0.567,0.256,7,1
20,2,2,3,0.647,0.167,7,1
20,2,2,2,1.047,0.269,7,1
20,1,1,3,1.01,0.24,7,1
20,2,2,3,0.656,0.197,7,1
20,1,2,2,1.581,0.293,7,1
20,1,1,3,0.715,0.461,7,1
20,2,2,2,1.224,0.245,7,1
20,2,2,3,0.461,0.277,7,1
20,1,1,4,0.476,0.172,7,1
20,1,1,4,0.572,0.263,7,1
20,2,2,1,0.814,0.261,7,1
20,2,2,2,1.093,0.469,7,1
20,1,1,3,0.744,0.237,7,1
20,1,1,4,0.687,0.245,7,1
20,1,1,3,0.722,0.26,7,1
20,2,2,2,1.207,0.345,7,1
20,2,2,3,0.601,0.484,7,1
20,1,1,4,0.434,0.228,7,1
20,2,2,1,2.123,0.436,7,1
20,1,1,2,0.743,0.149,7,1
20,2,2,3,0.663,0.307,7,1
20,1,2,3,1.054,0.253,7,1
20,2,2,4,0.692,0.389,7,1
20,1,1,4,0.375,0.292,7,1
20,1,1,2,0.669,0.261,7,1
20,1,2,2,0.489,0.476,7,1
20,2,2,4,0.458,0.392,7,1
20,1,1,2,1.361,0.237,7,1
20,2,2,4,0.429,0.287,7,1
20,2,2,2,0.828,0.333,7,1
20,2,2,4,0.436,0.367,7,1
20,2,2,3,0.777,0.312,7,1
20,2,2,3,1.071,0.349,7,1
20,1,1,2,0.734,0.333,7,1
20,1,1,2,0.754,0.365,7,1
20,1,1,2,0.952,0.293,7,1
20,2,2,2,0.682,0.273,7,1
20,2,2,3,0.667,0.236,7,1
20,1,1,2,1.225,0.851,7,1
20,1,1,4,0.55,0.352,7,1
20,2,1,2,1.255,0.245,7,1
20,1,1,4,0.626,0.304,7,1
20,1,2,2,1.443,0.219,7,1
20,1,1,2,1.042,0.276,7,1
20,2,1,1,1.631,0.559,7,1
20,1,2,1,2.038,0.501,7,1
20,1,1,3,0.751,0.44,7,1
20,1,1,4,0.859,0.252,7,1
20,1,1,4,0.551,0.188,7,1
20,1,1,3,1.133,0.247,7,1
20,2,2,3,0.583,0.431,7,1
20,2,1,3,0.92,0.453,7,1
20,1,1,3,0.704,0.293,7,1
20,2,1,2,1.337,0.221,7,1
20,1,1,3,1.022,0.263,7,1
20,1,1,2,0.959,0.438,7,1
20,1,1,3,0.429,0.254,7,1
20,2,1,2,1.909,0.382,7,1
20,1,1,4,0.452,0.263,7,1
20,2,2,3,0.514,0.312,7,1
20,1,1,3,1.013,0.243,7,1
20,2,2,3,0.988,0.335,7,1
20,1,1,3,0.55,0.245,7,1
20,1,1,4,0.297,0.319,7,1
20,1,2,1,1.059,0.645,7,1
20,2,1,2,1.168,0.328,7,1
20,1,1,3,0.679,0.367,7,1
20,1,1,3,0.889,0.244,7,1
20,2,2,3,0.774,0.22,7,1
20,1,1,3,1.069,0.365,7,1
20,2,2,3,0.568,0.257,7,1
20,2,1,2,2.048,0.422,7,1
20,1,1,2,0.996,0.302,7,1
20,1,1,4,0.505,0.376,7,1
20,1,1,3,0.481,0.212,7,1
20,1,1,4,0.45,0.212,7,1
20,2,2,3,0.507,0.207,7,1
20,2,2,3,1.142,0.275,7,1
20,1,2,1,1.165,0.275,7,1
20,2,1,2,0.977,0.27,7,1
20,2,1,2,1.127,0.401,7,1
20,2,2,2,1.615,0.7,7,1
20,1,1,3,0.971,0.309,7,1
