measure,r_mean,py_mean,pearson_r,mae,max_abs_diff,n
meta_I,0.08350126123682951,0.08350126123682951,1.0,2.7119510341104086e-16,7.771561172376096e-16,12
meta_Ir1,1.263596481402072,1.2635964814919645,1.0,9.034500925153566e-11,1.0428569119369513e-09,12
meta_Ir1_acc,1.1037809523236943,1.1037809523298125,1.0,7.631414019234247e-12,6.867617585726293e-11,12
meta_Ir2,0.11691814607311035,0.11691814607311025,0.9999999999999998,3.4549909229871406e-16,8.881784197001252e-16,12
RMI,0.2818325489608692,0.28183254896086885,1.0,7.274273775929411e-16,1.8318679906315083e-15,12
